,location,total_sqft,bath,price,BHK
2698,Haralur Road,1194.0,2.0,47.0,2
2699,Haralur Road,1194.0,2.0,47.0,2
2700,Haralur Road,1560.0,3.0,90.0,3
2701,Haralur Road,1520.0,2.0,85.0,3
2702,Haralur Road,1243.0,2.0,45.0,2
2703,Haralur Road,1027.0,2.0,44.0,2
2704,Haralur Road,1194.0,2.0,46.0,2
2705,Haralur Road,1650.0,3.0,100.0,3
2706,Haralur Road,1580.0,3.0,73.0,3
2707,Haralur Road,1243.0,2.0,46.0,2
2708,Haralur Road,1194.0,2.0,47.0,2
2710,Haralur Road,1520.0,2.0,96.0,3
2711,Haralur Road,1510.0,3.0,83.05,3
2712,Haralur Road,1056.0,2.0,65.0,2
2713,Haralur Road,1810.0,3.0,100.0,3
2714,Haralur Road,1243.0,2.0,46.0,2
2715,Haralur Road,575.0,1.0,38.0,1
2716,Haralur Road,1194.0,2.0,46.0,2
2717,Haralur Road,1243.0,2.0,46.0,2
2718,Haralur Road,1194.0,2.0,46.0,2
2719,Haralur Road,1140.0,2.0,43.0,2
2720,Haralur Road,1850.0,3.0,120.0,3
2721,Haralur Road,1194.0,2.0,47.0,2
2722,Haralur Road,1194.0,2.0,47.0,2
2724,Haralur Road,1243.0,2.0,46.0,2
2725,Haralur Road,1710.0,3.0,85.0,3
2726,Haralur Road,1730.0,3.0,95.0,3
2727,Haralur Road,1243.0,2.0,46.0,2
2728,Haralur Road,1243.0,2.0,46.0,2
2729,Haralur Road,1243.0,2.0,46.0,2
2730,Haralur Road,1817.0,3.0,110.0,3
2731,Haralur Road,1225.0,2.0,77.0,2
2732,Haralur Road,1285.0,2.0,78.0,2
2733,Haralur Road,1225.0,2.0,67.48,2
2734,Haralur Road,1225.0,2.0,69.84,2
2735,Haralur Road,1200.0,2.0,46.0,2
2736,Haralur Road,1315.0,2.0,85.0,2
2737,Haralur Road,1976.0,3.0,92.0,3
2738,Haralur Road,1300.0,2.0,75.0,2
2739,Haralur Road,1309.0,2.0,82.0,2
2740,Haralur Road,1027.0,1.0,44.0,2
2741,Haralur Road,1243.0,2.0,46.0,2
2742,Haralur Road,1243.0,2.0,46.0,2
2743,Haralur Road,1140.0,2.0,43.0,2
2744,Haralur Road,1300.0,2.0,75.0,2
2745,Haralur Road,1243.0,2.0,46.0,2
2746,Haralur Road,1890.0,3.0,84.0,3
2747,Haralur Road,1230.0,2.0,67.65,2
2748,Haralur Road,1194.0,2.0,46.0,2
2749,Haralur Road,1092.0,2.0,44.0,2
2751,Haralur Road,1255.0,3.0,90.0,3
2752,Haralur Road,1735.0,3.0,97.0,3
2753,Haralur Road,1810.0,3.0,97.83,3
2754,Haralur Road,1200.0,2.0,46.0,2
2755,Haralur Road,1243.0,2.0,46.0,2
2756,Haralur Road,1810.0,3.0,112.0,3
2757,Harlur,1508.0,2.0,77.0,2
2758,Harlur,1752.12,3.0,135.0,3
2761,Harlur,1709.0,3.0,150.0,3
2762,Harlur,1174.0,2.0,69.0,2
2763,Harlur,1033.0,2.0,49.0,2
2764,Harlur,1197.0,2.0,84.0,2
2765,Harlur,1757.0,3.0,132.0,3
2766,Harlur,1174.0,2.0,76.0,2
2767,Harlur,1754.0,3.0,125.0,3
2768,Harlur,1290.0,2.0,85.0,2
2769,Harlur,1752.12,3.0,116.0,3
2770,Harlur,1754.0,3.0,135.0,3
2771,Harlur,1754.0,3.0,124.0,3
2772,Harlur,1152.0,2.0,69.0,2
2773,Harlur,1290.0,2.0,87.0,2
2774,Harlur,1749.0,3.0,115.0,3
2775,Harlur,3385.0,4.0,260.0,4
2776,Harlur,2240.0,5.0,155.0,3
2777,Harlur,1758.0,3.0,133.0,3
2779,Harlur,1197.0,2.0,79.0,2
2780,Harlur,1174.0,2.0,78.0,2
2783,Harlur,1200.0,2.0,52.0,2
2784,Harlur,1197.0,2.0,79.0,2
2785,Harlur,1749.0,3.0,112.0,3
2786,Harlur,1174.0,2.0,75.0,2
2787,Harlur,1750.0,3.0,136.0,3
2788,Harlur,1620.0,3.0,110.0,3
2791,Harlur,1762.0,3.0,133.0,3
2792,Harlur,1756.0,3.0,131.0,3
2793,Harlur,1755.0,3.0,130.0,3
2794,Harlur,1864.0,3.0,140.0,3
2795,Harlur,1331.0,2.0,88.0,2
2796,Harlur,1752.12,3.0,133.0,3
2797,Harlur,1133.0,2.0,55.0,2
2798,Harlur,1756.0,3.0,128.0,3
2799,Harlur,1749.0,3.0,120.0,3
2800,Harlur,1197.0,2.0,82.0,2
2801,Harlur,1303.0,2.0,90.0,2
2802,Harlur,1754.0,3.0,132.0,3
2803,Harlur,1174.0,2.0,75.0,2
2804,Harlur,1756.0,3.0,134.0,3
2805,Harlur,1197.0,2.0,78.0,2
2806,Harlur,1290.0,2.0,89.9,2
2807,Harlur,1386.0,2.0,85.0,2
2808,Harlur,1174.0,2.0,74.0,2
2809,Harlur,1174.0,2.0,78.0,2
2811,Harlur,1755.0,3.0,115.0,3
2813,Harlur,2569.0,4.0,175.0,4
2815,Harlur,1197.0,2.0,77.0,2
2816,Harlur,1752.12,3.0,125.0,3
2817,Harlur,2569.0,5.0,180.0,4
2818,Harlur,1225.0,2.0,56.0,2
2819,Harlur,1197.0,2.0,76.0,2
2821,Harlur,1197.0,2.0,75.0,2
2822,Harlur,1755.0,3.0,117.0,3
2823,Harlur,1197.0,2.0,79.9,2
2824,Harlur,936.0,2.0,45.0,2
2825,Harlur,2990.0,4.0,225.0,4
2826,Harlur,1370.0,2.0,88.0,2
2827,Harlur,1335.0,2.0,72.76,2
2828,Hebbal,1760.0,2.0,123.0,3
2829,Hebbal,5612.0,4.0,477.0,4
2831,Hebbal,1349.0,2.0,98.2,2
2832,Hebbal,2483.0,5.0,212.0,4
2833,Hebbal,1760.0,2.0,130.0,3
2834,Hebbal,3450.0,5.0,260.0,3
2835,Hebbal,1920.0,3.0,134.0,3
2836,Hebbal,1337.0,2.0,82.0,2
2837,Hebbal,1349.0,2.0,98.0,2
2840,Hebbal,1790.0,3.0,127.0,3
2841,Hebbal,687.0,2.0,42.72,2
2842,Hebbal,2790.0,5.0,198.0,4
2843,Hebbal,1985.0,4.0,189.0,3
2844,Hebbal,2483.0,5.0,215.0,4
2845,Hebbal,1080.0,2.0,54.0,2
2846,Hebbal,812.0,2.0,55.0,2
2847,Hebbal,2790.0,4.0,198.0,4
2848,Hebbal,1075.0,2.0,52.0,2
2849,Hebbal,3067.0,4.0,230.0,4
2850,Hebbal,2526.0,2.0,250.0,3
2851,Hebbal,3067.0,4.0,230.0,4
2853,Hebbal,823.0,2.0,50.63,2
2854,Hebbal,1420.0,2.0,123.0,2
2856,Hebbal,1420.0,2.0,99.39,2
2857,Hebbal,4235.0,4.0,365.0,4
2858,Hebbal,1700.0,3.0,124.0,3
2859,Hebbal,3960.0,5.0,386.0,4
2861,Hebbal,1420.0,2.0,99.39,2
2863,Hebbal,1440.0,2.0,115.0,2
2864,Hebbal,1100.0,2.0,54.0,2
2866,Hebbal,2400.0,4.0,180.0,3
2868,Hebbal,1420.0,2.0,107.0,2
2869,Hebbal,1320.0,2.0,92.0,2
2870,Hebbal,919.0,2.0,49.0,2
2871,Hebbal,1645.0,3.0,135.0,3
2872,Hebbal,2080.0,3.0,175.0,3
2874,Hebbal,2483.0,5.0,230.0,4
2875,Hebbal,2600.0,3.0,195.0,3
2876,Hebbal,1645.0,3.0,117.0,3
2877,Hebbal,1251.0,2.0,88.73,2
2878,Hebbal,1645.0,3.0,121.0,3
2879,Hebbal,1760.0,3.0,123.0,3
2880,Hebbal,2790.0,4.0,198.0,4
2881,Hebbal,3960.0,5.0,386.0,4
2882,Hebbal,1645.0,3.0,120.0,3
2883,Hebbal,1255.0,2.0,90.0,3
2884,Hebbal,1645.0,3.0,117.0,3
2887,Hebbal,1636.0,3.0,119.0,3
2888,Hebbal,2661.0,2.0,226.5,3
2889,Hebbal,1255.0,2.0,95.0,3
2890,Hebbal,2790.0,4.0,198.0,4
2892,Hebbal,1255.0,2.0,95.0,3
2893,Hebbal,1088.0,2.0,61.45,2
2894,Hebbal,1349.0,2.0,97.8,2
2896,Hebbal,1344.0,2.0,108.0,2
2897,Hebbal,1255.0,2.0,90.0,3
2899,Hebbal,1138.0,2.0,110.0,2
2900,Hebbal,2790.0,5.0,204.0,4
2901,Hebbal,1088.0,2.0,62.0,2
2902,Hebbal,1987.0,4.0,165.0,3
2903,Hebbal,2790.0,5.0,198.0,4
2904,Hebbal,1299.0,2.0,100.0,2
2905,Hebbal,1200.0,2.0,60.0,2
2906,Hebbal,1645.0,3.0,117.0,3
2907,Hebbal,1390.0,2.0,95.0,2
2908,Hebbal,1333.0,2.0,100.0,2
2910,Hebbal,2650.0,4.0,199.0,3
2911,Hebbal,1800.0,3.0,140.0,3
2913,Hebbal,2470.0,4.0,203.0,4
2914,Hebbal,1255.0,2.0,95.0,3
2915,Hebbal,1333.0,2.0,104.0,2
2916,Hebbal,1645.0,3.0,117.0,3
2917,Hebbal,2600.0,3.0,199.0,3
2918,Hebbal,1345.0,2.0,97.0,2
2920,Hebbal,985.0,2.0,62.0,2
2921,Hebbal,1320.0,2.0,91.0,2
2922,Hebbal,2388.0,3.0,195.0,3
2923,Hebbal,1040.0,2.0,55.0,2
2925,Hebbal,2600.0,3.0,195.0,3
2926,Hebbal,1075.0,2.0,52.0,2
2927,Hebbal,2630.0,5.0,188.0,4
2928,Hebbal,2790.0,5.0,198.0,4
2929,Hebbal,1645.0,3.0,113.0,3
2931,Hebbal,1420.0,2.0,99.39,2
2933,Hebbal,3520.0,5.0,320.0,3
2934,Hebbal,1162.0,2.0,69.0,2
2935,Hebbal,1100.0,2.0,60.0,2
2936,Hebbal,4235.0,5.0,364.0,4
2937,Hebbal,1299.0,2.0,97.0,2
2939,Hebbal,2470.0,5.0,192.0,4
2940,Hebbal,1645.0,3.0,117.0,3
2941,Hebbal,1920.0,3.0,134.0,3
2942,Hebbal,3520.0,5.0,240.0,3
2943,Hebbal,1920.0,3.0,150.0,3
2944,Hebbal,2375.0,4.0,189.0,4
2945,Hebbal,1420.0,2.0,99.26,2
2946,Hebbal,1252.0,2.0,92.0,2
2947,Hebbal,2790.0,4.0,198.0,4
2948,Hebbal,1162.0,2.0,59.0,2
2949,Hebbal,1294.0,2.0,115.0,2
2950,Hebbal,4225.0,6.0,359.0,4
2951,Hebbal,1150.0,2.0,57.0,2
2952,Hebbal,1740.0,2.0,137.0,3
2954,Hebbal,1662.0,3.0,155.0,3
2955,Hebbal,2250.0,3.0,219.0,3
2956,Hebbal,1349.0,2.0,98.0,2
2957,Hebbal,4000.0,6.0,370.0,4
2958,Hebbal,1349.0,2.0,96.8,2
2959,Hebbal Kempapura,1700.0,3.0,155.0,3
2960,Hebbal Kempapura,1800.0,3.0,175.0,3
2961,Hebbal Kempapura,2900.0,4.0,300.0,3
2962,Hebbal Kempapura,3522.0,3.0,380.0,3
2963,Hebbal Kempapura,2280.0,5.0,200.0,5
2964,Hebbal Kempapura,1200.0,2.0,125.0,2
2965,Hebbal Kempapura,2900.0,4.0,240.0,3
2967,Hebbal Kempapura,1300.0,2.0,102.0,2
2968,Hebbal Kempapura,1466.0,2.0,140.0,3
2970,Hebbal Kempapura,1725.0,2.0,165.0,3
2971,Hebbal Kempapura,1200.0,3.0,125.0,3
2972,Hebbal Kempapura,3408.0,3.0,260.0,3
2973,Hebbal Kempapura,1485.0,3.0,132.0,2
2974,Hebbal Kempapura,1400.0,2.0,108.0,2
2975,Hebbal Kempapura,1800.0,3.0,150.0,3
2976,Hebbal Kempapura,2400.0,5.0,200.0,5
2977,Hebbal Kempapura,2800.0,5.0,220.0,5
2978,Hebbal Kempapura,1785.0,3.0,165.0,3
2979,Hebbal Kempapura,3729.0,4.0,384.0,4
2980,Hebbal Kempapura,1600.0,3.0,170.0,3
2981,Hebbal Kempapura,1730.0,3.0,175.0,3
2983,Hegde Nagar,1569.0,3.0,101.0,3
2984,Hegde Nagar,3000.0,7.0,210.0,6
2985,Hegde Nagar,2026.0,3.0,132.0,3
2986,Hegde Nagar,1801.0,3.0,115.0,3
2987,Hegde Nagar,1050.0,1.0,56.0,2
2988,Hegde Nagar,1341.0,2.0,97.0,2
2989,Hegde Nagar,2112.95,4.0,145.0,3
2990,Hegde Nagar,1200.0,4.0,83.0,4
2991,Hegde Nagar,1703.0,3.0,113.0,3
2992,Hegde Nagar,1570.0,3.0,105.0,3
2993,Hegde Nagar,1801.0,3.0,140.0,3
2994,Hegde Nagar,1584.01,3.0,103.0,3
2995,Hegde Nagar,1965.0,4.0,125.0,3
2996,Hegde Nagar,1200.0,2.0,75.0,2
2997,Hegde Nagar,1847.0,3.0,135.0,3
2998,Hegde Nagar,1965.0,4.0,132.0,3
2999,Hegde Nagar,1703.0,3.0,125.0,3
3000,Hegde Nagar,1847.0,3.0,125.0,3
3001,Hegde Nagar,2144.6,4.0,145.0,3
3002,Hegde Nagar,1718.0,3.0,119.0,3
3003,Hegde Nagar,1847.0,3.0,123.0,3
3004,Hegde Nagar,1340.0,2.0,72.0,2
3005,Hegde Nagar,2087.01,3.0,115.0,3
3006,Hegde Nagar,1703.0,3.0,130.0,3
3007,Hegde Nagar,2087.01,4.0,135.0,3
3008,Hegde Nagar,1718.0,3.0,130.0,3
3009,Hegde Nagar,1884.0,4.0,118.0,3
3010,Hegde Nagar,1930.0,4.0,122.0,3
3011,Hegde Nagar,1584.01,3.0,104.0,3
3012,Hegde Nagar,1168.0,2.0,68.0,3
3013,Hegde Nagar,2162.03,4.0,129.0,3
3014,Hegde Nagar,2087.01,4.0,160.0,3
3015,Hegde Nagar,1000.0,2.0,66.0,2
3016,Hegde Nagar,1348.0,2.0,80.5,3
3017,Hennur,1075.0,2.0,52.0,2
3018,Hennur,1255.0,2.0,52.32,2
3019,Hennur,1225.0,2.0,57.0,2
3020,Hennur,1255.0,2.0,57.5,2
3021,Hennur,1259.0,2.0,57.0,2
3022,Hennur,1255.0,2.0,53.5,2
3023,Hennur,1285.0,2.0,60.0,2
3024,Hennur,1285.0,2.0,60.0,2
3025,Hennur,1100.0,2.0,60.0,2
3026,Hennur,1231.0,2.0,48.0,2
3027,Hennur,1255.0,2.0,58.0,2
3028,Hennur,1040.0,2.0,42.12,2
3029,Hennur,1255.0,2.0,54.5,2
3030,Hennur,1041.0,2.0,40.6,2
3032,Hennur,1255.0,2.0,55.5,2
3034,Hennur,1231.0,2.0,50.0,2
3035,Hennur,2500.0,5.0,125.0,5
3036,Hennur,1160.0,2.0,49.0,2
3037,Hennur,2400.0,3.0,135.0,3
3038,Hennur,1255.0,2.0,53.5,2
3039,Hennur,1255.0,2.0,55.5,2
3040,Hennur,1100.0,2.0,44.55,2
3041,Hennur,1255.0,2.0,57.5,2
3042,Hennur,960.0,2.0,48.0,2
3043,Hennur,1020.0,2.0,48.0,2
3044,Hennur,1255.0,2.0,52.32,2
3045,Hennur,1295.0,2.0,64.0,2
3046,Hennur,1935.0,3.0,102.0,3
3048,Hennur,1345.0,2.0,69.0,3
3049,Hennur,1255.0,2.0,58.0,2
3050,Hennur,1420.0,2.0,62.0,2
3051,Hennur,1155.0,2.0,54.5,2
3052,Hennur,1255.0,2.0,52.32,2
3053,Hennur,1255.0,2.0,52.35,2
3056,Hennur,1255.0,2.0,54.5,2
3057,Hennur,1830.0,2.0,113.0,3
3058,Hennur,1830.0,3.0,84.205,3
3059,Hennur,1255.0,2.0,55.5,2
3060,Hennur,1255.0,2.0,53.57,2
3061,Hennur,1255.0,2.0,56.5,2
3062,Hennur,1050.0,2.0,42.73,2
3063,Hennur,1295.0,2.0,62.0,2
3064,Hennur Road,2089.0,3.0,140.0,3
3065,Hennur Road,3204.0,2.0,224.5,4
3066,Hennur Road,5000.0,8.0,250.0,8
3067,Hennur Road,1385.0,2.0,83.09,2
3068,Hennur Road,1318.0,2.0,63.77,2
3070,Hennur Road,2264.0,3.0,159.0,3
3071,Hennur Road,1157.0,2.0,84.0,2
3072,Hennur Road,1904.0,3.0,120.0,3
3073,Hennur Road,1891.0,3.0,109.0,3
3074,Hennur Road,1561.0,3.0,95.0,3
3076,Hennur Road,2060.0,3.0,149.0,3
3077,Hennur Road,1482.0,2.0,92.0,3
3078,Hennur Road,1232.0,2.0,89.0,2
3079,Hennur Road,1065.0,2.0,42.6,2
3081,Hennur Road,1482.0,2.0,87.0,3
3082,Hennur Road,1891.0,3.0,139.0,3
3083,Hennur Road,1703.0,3.0,101.0,3
3084,Hennur Road,1232.0,2.0,69.61,2
3085,Hennur Road,987.0,2.0,49.0,2
3087,Hennur Road,2160.0,3.0,160.0,3
3089,Hennur Road,1680.0,3.0,99.27,3
3090,Hennur Road,1065.0,2.0,42.6,2
3091,Hennur Road,1385.0,2.0,83.09,2
3093,Hennur Road,2350.0,3.0,174.0,3
3094,Hennur Road,1586.0,3.0,93.94,3
3095,Hennur Road,1975.0,3.0,123.0,3
3097,Hennur Road,1290.0,2.0,94.5,3
3098,Hennur Road,901.0,2.0,49.5,2
3099,Hennur Road,1445.0,3.0,86.56,3
3100,Hennur Road,1482.0,2.0,97.0,3
3101,Hennur Road,1182.0,2.0,82.5,2
3103,Hennur Road,1036.0,2.0,59.46,2
3104,Hennur Road,1891.0,3.0,109.0,3
3105,Hennur Road,1232.0,2.0,69.61,2
3107,Hennur Road,2320.0,3.0,170.0,3
3108,Hennur Road,1936.0,3.0,118.0,3
3109,Hennur Road,1480.0,2.0,65.0,2
3110,Hennur Road,1590.0,3.0,96.5,3
3111,Hennur Road,1445.0,2.0,105.0,3
3112,Hennur Road,1036.0,2.0,59.45,2
3113,Hennur Road,1832.0,3.0,125.0,3
3114,Hennur Road,1359.0,2.0,104.0,2
3115,Hennur Road,1341.0,2.0,75.76,2
3116,Hennur Road,1040.0,2.0,50.0,2
3118,Hennur Road,1414.0,2.0,84.18,2
3119,Hennur Road,1949.0,3.0,133.0,3
3120,Hennur Road,1232.0,2.0,89.0,2
3121,Hennur Road,1250.0,2.0,77.88,3
3122,Hennur Road,2502.0,4.0,180.0,4
3123,Hennur Road,1831.0,3.0,110.0,3
3124,Hennur Road,1232.0,2.0,87.0,2
3125,Hennur Road,1232.0,2.0,74.0,2
3126,Hennur Road,1232.0,2.0,66.0,2
3127,Hennur Road,1341.0,2.0,95.0,2
3129,Hennur Road,1232.0,2.0,88.0,2
3130,Hennur Road,2365.0,4.0,175.0,3
3131,Hennur Road,1310.0,2.0,66.0,2
3133,Hennur Road,1015.0,2.0,50.0,2
3135,Hennur Road,2264.0,3.0,168.0,3
3136,Hennur Road,2002.0,3.0,120.0,3
3137,Hennur Road,1232.0,2.0,69.6,2
3138,Hennur Road,1195.0,2.0,73.0,2
3139,Hennur Road,1020.0,2.0,47.0,2
3140,Hennur Road,5100.0,6.0,375.0,5
3141,Hennur Road,1061.0,2.0,54.92,2
3143,Hennur Road,1020.0,2.0,45.0,2
3144,Hennur Road,2041.0,3.0,128.0,3
3145,Hennur Road,1232.0,2.0,87.0,2
3146,Hennur Road,1066.0,2.0,52.23,2
3147,Hennur Road,973.0,2.0,56.0,2
3148,Hennur Road,1255.0,2.0,84.0,2
3149,Hennur Road,1232.0,2.0,83.0,2
3150,Hennur Road,1832.0,3.0,116.0,3
3151,Hennur Road,2050.0,3.0,120.0,3
3152,Hennur Road,1445.0,2.0,86.69,3
3153,Hennur Road,1445.0,2.0,83.0,3
3156,Hennur Road,1654.0,3.0,97.8,3
3157,Hennur Road,1480.0,3.0,100.0,3
3158,Hennur Road,1450.0,3.0,88.6,3
3159,Hennur Road,1155.0,2.0,69.18,2
3160,Hennur Road,1053.0,2.0,53.0,2
3161,Hennur Road,1195.0,2.0,59.0,2
3162,Hennur Road,1904.0,3.0,129.0,3
3163,Hennur Road,1981.0,3.0,134.0,3
3164,Hennur Road,1155.0,2.0,69.18,2
3166,Hennur Road,1590.0,3.0,105.0,3
3167,Hennur Road,2041.0,3.0,138.0,3
3168,Hennur Road,1100.0,2.0,78.0,3
3169,Hennur Road,1880.0,4.0,154.0,4
3170,Hennur Road,1232.0,2.0,69.61,2
3171,Hennur Road,1748.0,3.0,103.0,3
3172,Hennur Road,1460.0,2.0,80.3,2
3174,Hennur Road,1933.0,3.0,140.0,3
3175,Hennur Road,1030.0,2.0,46.5,2
3176,Hennur Road,1232.0,2.0,69.61,2
3178,Hennur Road,1445.0,2.0,89.56,3
3179,Hennur Road,973.0,2.0,50.74,2
3181,Hennur Road,1305.0,2.0,77.0,3
3183,Hennur Road,1165.0,2.0,67.0,2
3184,Hennur Road,980.0,2.0,51.0,2
3185,Hennur Road,1232.0,2.0,80.0,2
3186,Hennur Road,1085.0,2.0,43.4,2
3187,Hennur Road,950.0,2.0,55.0,2
3188,Hennur Road,1140.0,2.0,56.0,2
3189,Hennur Road,1891.0,3.0,110.0,3
3192,Hennur Road,1165.0,2.0,52.0,2
3193,Hennur Road,1450.0,2.0,80.0,2
3194,Hennur Road,1155.0,2.0,69.18,2
3195,Hennur Road,1936.0,3.0,131.0,3
3196,Hoodi,985.0,2.0,67.0,2
3199,Hoodi,1425.0,2.0,80.0,2
3200,Hoodi,1420.0,2.0,75.0,2
3201,Hoodi,1639.0,3.0,110.0,3
3203,Hoodi,1639.0,3.0,98.32,3
3207,Hoodi,1026.0,2.0,60.87,2
3208,Hoodi,1050.0,2.0,50.0,2
3209,Hoodi,1400.0,2.0,78.0,2
3210,Hoodi,2400.0,5.0,160.0,5
3211,Hoodi,1196.0,2.0,71.74,2
3213,Hoodi,1500.0,2.0,84.0,2
3214,Hoodi,1055.0,2.0,57.63,2
3215,Hoodi,1925.0,2.0,114.0,3
3216,Hoodi,1400.0,2.0,82.0,2
3218,Hoodi,706.0,1.0,48.24,1
3219,Hoodi,1257.0,2.0,69.0,2
3220,Hoodi,1132.0,2.0,67.9,2
3221,Hoodi,1925.0,3.0,110.0,3
3223,Hoodi,1257.0,2.0,71.03,2
3224,Hoodi,1305.0,2.0,75.0,2
3226,Hoodi,1240.0,2.0,65.0,2
3228,Hoodi,1108.0,2.0,74.23,2
3229,Hoodi,1257.0,2.0,68.5,2
3230,Hoodi,1000.0,2.0,48.0,2
3231,Hoodi,1063.0,2.0,61.17,2
3232,Hoodi,1259.0,2.0,69.45,2
3233,Hoodi,711.0,1.0,42.65,1
3235,Hoodi,863.0,1.0,40.55,1
3236,Hoodi,1715.0,2.0,100.0,3
3238,Hoodi,1447.0,3.0,76.0,2
3239,Hoodi,2144.0,3.0,140.0,3
3240,Hoodi,1108.0,2.0,66.46,2
3242,Hoodi,1837.0,3.0,110.0,3
3243,Hoodi,3385.0,4.0,220.0,4
3245,Hoodi,1181.0,2.0,55.0,2
3246,Hoodi,1490.0,3.0,85.0,3
3247,Hoodi,1258.0,2.0,59.135,2
3248,Horamavu Agara,1200.0,2.0,45.0,2
3249,Horamavu Agara,1560.0,3.0,75.0,3
3250,Horamavu Agara,755.0,2.0,37.49,2
3251,Horamavu Agara,982.0,2.0,47.65,2
3252,Horamavu Agara,1650.0,2.0,75.0,3
3253,Horamavu Agara,950.0,2.0,39.0,2
3254,Horamavu Agara,1756.0,3.0,92.0,3
3255,Horamavu Agara,1106.0,2.0,43.09,2
3256,Horamavu Agara,1079.0,2.0,41.0,2
3257,Horamavu Agara,1169.0,2.0,64.0,2
3258,Horamavu Agara,1265.0,2.0,65.0,3
3259,Horamavu Agara,1060.0,2.0,37.0,2
3260,Horamavu Agara,1107.83,2.0,41.51,2
3261,Horamavu Agara,980.0,2.0,38.19,2
3262,Horamavu Agara,1250.0,3.0,65.0,3
3263,Horamavu Agara,1145.0,2.0,41.21,2
3264,Horamavu Agara,2400.0,3.0,80.0,5
3265,Horamavu Agara,1000.0,2.0,46.0,2
3266,Horamavu Agara,760.0,2.0,37.49,2
3267,Horamavu Agara,1150.0,2.0,42.0,2
3269,Horamavu Agara,750.0,2.0,37.49,2
3270,Horamavu Agara,625.0,1.0,27.0,1
3271,Horamavu Agara,1080.0,2.0,38.0,2
3272,Horamavu Agara,994.0,2.0,42.28,2
3273,Horamavu Agara,1107.83,2.0,41.51,2
3275,Horamavu Agara,1090.0,2.0,46.0,2
3276,Horamavu Agara,1400.0,3.0,63.0,3
3277,Horamavu Agara,1557.0,3.0,70.0,3
3278,Horamavu Agara,1058.0,2.0,47.0,2
3281,Horamavu Banaswadi,1460.0,2.0,80.5,2
3282,Horamavu Banaswadi,1156.0,2.0,46.0,2
3283,Horamavu Banaswadi,1180.0,2.0,58.0,2
3284,Horamavu Banaswadi,1307.0,2.0,51.6,2
3285,Horamavu Banaswadi,3800.0,8.0,200.0,6
3286,Horamavu Banaswadi,1357.0,2.0,54.0,2
3287,Horamavu Banaswadi,925.0,2.0,38.0,2
3288,Horamavu Banaswadi,1272.0,2.0,48.0,2
3289,Horamavu Banaswadi,1225.0,2.0,49.5,2
3290,Horamavu Banaswadi,1272.0,2.0,51.5,2
3291,Horamavu Banaswadi,1272.0,2.0,51.5,2
3292,Horamavu Banaswadi,1156.0,2.0,46.9,2
3293,Horamavu Banaswadi,1200.0,2.0,45.0,2
3294,Horamavu Banaswadi,1254.0,2.0,47.0,2
3295,Horamavu Banaswadi,1610.0,3.0,68.0,3
3296,Horamavu Banaswadi,1210.0,2.0,50.0,2
3297,Horamavu Banaswadi,1357.0,2.0,54.0,2
3298,Horamavu Banaswadi,1272.0,2.0,50.0,2
3299,Horamavu Banaswadi,1200.0,2.0,45.0,2
3300,Horamavu Banaswadi,1025.0,2.0,45.0,2
3301,Horamavu Banaswadi,1081.0,2.0,52.0,2
3302,Horamavu Banaswadi,1000.0,2.0,50.0,2
3303,Hormavu,1500.0,2.0,78.0,2
3304,Hormavu,1150.0,2.0,55.0,2
3306,Hormavu,1180.0,2.0,50.0,2
3307,Hormavu,1200.0,2.0,67.0,2
3308,Hormavu,1200.0,3.0,70.0,2
3309,Hormavu,1175.0,2.0,52.0,2
3310,Hormavu,1351.0,2.0,53.0,1
3311,Hormavu,1141.0,2.0,44.4,2
3312,Hormavu,1130.0,2.0,42.3,2
3314,Hormavu,1725.0,3.0,85.0,3
3315,Hormavu,1153.0,2.0,65.0,2
3316,Hormavu,1150.0,2.0,53.11,2
3317,Hormavu,1123.0,2.0,56.0,2
3318,Hormavu,1385.0,2.0,69.0,3
3320,Hormavu,1030.0,2.0,49.35,2
3321,Hormavu,1018.0,2.0,50.8,2
3322,Hormavu,1555.0,3.0,75.0,3
3323,Hormavu,1143.0,2.0,53.0,2
3324,Hormavu,1100.0,2.0,38.0,2
3325,Hormavu,1000.0,2.0,50.0,2
3326,Hormavu,1200.0,2.0,68.0,2
3328,Hormavu,1200.0,2.0,68.0,2
3329,Hormavu,765.0,2.0,37.49,2
3331,Hormavu,1082.0,2.0,38.665,2
3332,Hormavu,1250.0,2.0,60.0,2
3333,Hormavu,965.0,2.0,37.15,2
3334,Hormavu,583.0,1.0,28.275,1
3335,Hormavu,1129.0,2.0,44.0,2
3336,Hormavu,1385.0,2.0,69.25,3
3337,Hormavu,1165.0,2.0,40.0,2
3338,Hormavu,1065.0,2.0,50.92,2
3339,Hormavu,1046.0,2.0,60.0,2
3340,Hormavu,1400.0,2.0,75.0,2
3341,Hormavu,1365.0,2.0,65.0,3
3342,Hormavu,1196.0,2.0,44.8,2
3343,Hormavu,1263.0,2.0,47.36,2
3344,Hormavu,1015.0,2.0,39.08,2
3346,Hormavu,1200.0,2.0,73.0,2
3347,Hormavu,1250.0,2.0,65.0,2
3349,Hormavu,1075.0,2.0,53.7,2
3350,Hormavu,980.0,2.0,42.0,2
3351,Hormavu,1075.0,2.0,53.7,2
3352,Hormavu,2282.0,4.0,115.0,4
3353,Hormavu,1206.0,2.0,55.0,2
3354,Hormavu,1310.0,2.0,67.0,2
